District,State/UT,SIDD_pct,SIRD_pct,CIRDD_pct,MOD_pct,MARD_pct,Priority_Score,GLP1_Focused_Priority_Score
Etah ,Uttar Pradesh,24.369079625263144,28.333863286043986,8.889968140125122,4.441744969276815,33.965343979290935,-57.60025869445962,-50.07135028596663
Etawah ,Uttar Pradesh,24.308427667165827,28.328067210180357,8.875993472370075,4.399290595548618,34.08822105473512,-57.60025869445962,-50.32320797900329
Faizabad ,Uttar Pradesh,24.340203310531663,28.287402749441874,8.85625840103345,4.4695213171747055,34.04661422181831,-57.60025869445962,-50.11381685358827
Faridabad ,Haryana,23.808765534928725,30.082807990629007,9.03428606081729,3.9157028307989217,33.15843758282605,48.40292450043924,55.80772772814073
Faridkot ,Punjab,23.57161004335088,31.499438677353123,9.074980228927956,2.9978645323571707,32.856106518010876,88.66712472710418,92.45769481229752
Farrukhabad ,Uttar Pradesh,24.40100824346466,28.254434569319187,8.845153707939064,4.5555061834931925,33.94389729578389,-57.60025869445962,-49.78809526858556
Fatehabad ,Haryana,23.976549296551397,29.87922399049083,9.020011602793968,4.169288722398872,32.954926387764935,48.40292450043924,56.329725142287366
Fatehgarh Sahib ,Punjab,23.502164592827064,31.61165656988197,9.062120827285387,2.9169763033484752,32.9070817066571,88.66712472710418,92.48617392237453
Fatehpur ,Uttar Pradesh,24.506963503114058,28.36114169805163,8.927757087763233,4.510936517924246,33.693201193146834,-57.60025869445962,-49.58733471182596
Fazilka ,Punjab,23.630899495765362,31.63085381151416,9.103057255199023,2.9824089928331374,32.65278044468832,88.66712472710418,92.91667905227885
Firozabad ,Uttar Pradesh,24.292094698542112,28.353775118009366,8.888699368053079,4.3588329981860925,34.106597817209355,-57.60025869445962,-50.43441817546977
Firozpur ,Punjab,23.630724036053333,31.63163242941781,9.103069587295385,2.982034458654515,32.65253948857896,88.66712472710418,92.91787914209249
Gadag ,Karnataka,24.241191841847442,29.277239487816757,9.167001497237202,3.958657631538487,33.35590954156011,36.801995308132966,35.55224507261036
Gadchiroli ,Maharashtra,24.45399579823285,28.676460964802978,9.084432889399134,4.136032142647036,33.649078204918005,-3.0185880730129027,-1.0299414451182076
Gajapati ,Odisha,24.559425796954752,28.93711717106722,9.346171988108303,3.2924602967496917,33.86482474712003,-0.5390523444139594,-8.606969339383557
Ganderbal ,Jammu & Kashmir,23.419698030611432,28.787068022604576,8.21654810056657,6.39049267167052,33.1861931745469,-40.8891157881805,-14.04291278261315
Gandhinagar ,Gujarat,24.748305751961023,28.894811206959336,9.641951398255483,2.923407384356718,33.79152425846744,28.889182239999716,16.391929450421074
Ganganagar ,Rajasthan,24.179673312438574,30.237856501508652,9.249092004728585,2.9228825198996558,33.410495661424534,39.99895433493793,38.18400781686035
Ganjam ,Odisha,24.34091982336269,29.00531183384349,9.328996438891194,3.159508644641143,34.165263259261486,-0.5390523444139594,-9.039595790076248
Garhwa ,Jharkhand,24.06032885558521,28.528677816399522,8.47478210047619,5.070411080538337,33.86580014700074,-106.35468652878883,-87.66214479553501
Garhwal ,Uttarakhand,23.739071923360115,29.415586787283388,8.953388216949573,3.9237876268469494,33.968165445559976,17.239357057136203,22.486148041296126
Gariyaband ,Chhattisgarh,24.58361693273224,27.976427512844825,8.837072523536836,4.459594755423397,34.1432882754627,-100.00392971156064,-90.94618840955661
Gautam Buddha Nagar ,Uttar Pradesh,23.958786649439258,28.221122807935302,8.735495782369417,4.164314104111717,34.92028065614431,-57.60025869445962,-52.025938918605
Gaya ,Bihar,25.975233023011278,28.25837629352245,9.475611911394587,3.3605933739371565,32.930185398134526,-47.05012736229415,-54.76426123898786
Ghaziabad ,Uttar Pradesh,24.07177041575611,28.34658626822085,8.83879227331667,4.163640024086341,34.57921101862003,-57.60025869445962,-51.512132667488274
Ghazipur ,Uttar Pradesh,24.577330260906106,28.359802226334764,8.936313270181527,4.556834740468908,33.5697195021087,-57.60025869445962,-49.34641347124295
Gir Somnath ,Gujarat,24.885146999033708,28.532206725960897,9.45447386098929,3.151944924863785,33.976227489152315,28.889182239999716,16.123613907235036
Giridih ,Jharkhand,25.640597006087724,28.06407206493909,9.177004952802967,3.9240230273476877,33.19430294882253,-81.31013812457832,-80.70304186095946
Goalpara ,Assam,25.830585214597576,28.317672067079396,9.202917841894456,3.7041794816839646,32.94464539474461,-40.2233310864287,-45.71903602342308
Godda ,Jharkhand,25.61778710243128,28.04387567698168,9.158016856003416,3.9440245524175745,33.23629581216605,-81.31013812457832,-80.67893812007819
Golaghat ,Assam,24.880811039033226,28.304602833219242,9.106198963484827,3.4744847899577724,34.23390237430493,-40.2233310864287,-47.00625500724686
Gomati ,Tripura,25.46356625505144,28.95305560973849,9.514349738387947,3.095961657786634,32.97306673903549,34.035014967994584,17.01477701055462
Gonda ,Uttar Pradesh,24.661434865836508,28.619943446268195,9.096155606738717,4.329881577968322,33.29258450318826,-57.60025869445962,-49.492160985826814
Gondiya ,Maharashtra,23.970632683464245,28.606107836029565,8.942892570780087,3.8136599535577824,34.66670695616832,-3.0185880730129027,-3.051027219827718
Gopalganj ,Bihar,25.66263625341554,28.331976674788827,9.516387562735876,3.269117911269042,33.21988159779072,-47.05012736229415,-54.95189212624574
Gorakhpur ,Uttar Pradesh,24.402735133395876,28.365744724100942,8.91491791275545,4.433109514718595,33.883492715029135,-57.60025869445962,-49.986234699837354
Gulbarga ,Karnataka,24.40451890999499,29.229485377775536,9.175283714426783,4.0806902227591175,33.11002177504357,36.801995308132966,36.01054202197078
Gumla ,Jharkhand,25.429372513290676,27.98914292190325,9.095679530861167,3.9669789834500895,33.51882605049482,-81.31013812457832,-80.78141100563319
Guna ,Madhya Pradesh,24.803778759743302,27.973244789962802,8.936320170090045,4.319243030118021,33.967413250085826,-76.06121191407064,-70.67729586359309
Guntur ,Andhra Pradesh,23.752318662190163,30.603091157893687,9.4590417152701,2.4824137861914695,33.70313467845458,119.77592170032891,100.5788140524026
Gurdaspur ,Punjab,23.434002092639613,31.810372492623998,9.053147953225686,2.8118291122994092,32.89064834921129,88.66712472710418,92.74112500945382
Gurgaon ,Haryana,23.777899677148394,29.790786063967897,8.956277822994496,4.066068233897809,33.40896820199141,48.40292450043924,55.41076615237065
Gwalior ,Madhya Pradesh,24.453408092608225,28.00342513199556,8.907379764901115,4.053436120995762,34.58235088949934,-76.06121191407064,-71.98004916812467
Hailakandi ,Assam,25.78784512410547,28.45771082999438,9.2916066832231,3.571864293427698,32.890973069249355,-40.2233310864287,-45.85195177313685
Hamirpur ,Himachal Pradesh,23.721991290979965,30.043546803701627,9.058690668800207,3.49962437977986,33.67614685673834,42.70090784596046,43.462179967788295
Hamirpur ,Uttar Pradesh,24.519135211111966,28.36851471579059,8.933952141226282,4.5107555200572635,33.6676424118139,-57.60025869445962,-49.55789939187892
Hanumangarh ,Rajasthan,23.780244527789815,27.82777234931299,8.372436590782343,5.14354045953095,34.8760060725839,-99.37848878710359,-82.36190221822226
Haora ,West Bengal,24.925558035402517,29.11366201239523,9.60519770837228,2.5940043940191324,33.76157784981084,36.092368061066146,14.680188780543352
Hapur ,Uttar Pradesh,24.37833511235254,28.517514495989857,8.999279800020657,4.263249433105377,33.84162115853157,-57.60025869445962,-50.27236353565806
Harda ,Madhya Pradesh,24.607483915017248,28.01790162806998,8.946402379657568,4.143398433469974,34.28481364378523,-76.06121191407064,-71.43730386390601
Hardoi ,Uttar Pradesh,24.564201300127355,28.412354168204995,8.966470299430904,4.490975618172211,33.56599861406454,-57.60025869445962,-49.48330645204222
Hardwar ,Uttarakhand,24.173528945090453,29.74047785647344,9.146218356614481,4.056546176251829,32.883228665569796,17.239357057136203,24.53886812994011
Hassan ,Karnataka,23.898849417625442,29.350178165970917,9.112855618990478,3.6639407655463145,33.97417603186685,36.801995308132966,34.270603251172474
Haveri ,Karnataka,24.22686932851117,29.264856321338378,9.159857533539496,3.9586354423438035,33.38978137426715,36.801995308132966,35.50105633647766
Hazaribagh ,Jharkhand,25.31893030185298,28.118794870425045,9.199764258867715,3.7884446466547184,33.57406592219954,-81.31013812457832,-81.20533171620467
Hingoli ,Maharashtra,24.564054764911017,28.7135038206578,9.119930701830317,4.164885864223385,33.43762484837749,-3.0185880730129027,-0.7222456417683654
Hisar ,Haryana,23.880464789731626,30.066388804115963,9.046209810406062,3.980394831577465,33.02654176416888,48.40292450043924,56.087369592843885
Hojai ,Assam,25.763174053495316,28.45407314619542,9.288596664522938,3.573063897333636,32.92109223845269,-40.2233310864287,-45.86051285777627
Hoshangabad ,Madhya Pradesh,24.4217337154115,28.088515339591634,8.97077336043202,3.9362134350433298,34.582764149521516,-76.06121191407064,-72.25854153567604
Hoshiarpur ,Punjab,23.36703093562279,31.788499554462717,9.023292098994295,2.7725325595742545,33.04864485134595,88.66712472710418,92.43992006586753
Hugli ,West Bengal,25.16888487841812,29.168883032852648,9.66770879999935,2.6144250305899437,33.38009825813994,36.092368061066146,15.017572904946807
Hyderabad ,Telangana,23.802941804640803,30.170631378436834,9.375734291568662,2.9610625268204327,33.68962999853327,63.949925946630756,56.81019193209038
Idukki ,Kerala,23.79573603558704,32.65301937021588,9.373091975012485,2.157964198835098,32.0201884203495,262.7980262988441,236.40447910396824
Imphal East ,Manipur,24.028240796313213,29.899448134443084,8.988437967513304,3.9673481752593167,33.11652492647108,42.18023693538873,42.89573871451321
Imphal West ,Manipur,23.86886721246257,30.01800282762877,8.98334309573694,3.7833673496370066,33.346419514534716,42.18023693538873,42.39680734182004
Indore ,Madhya Pradesh,24.231963579507166,27.927813818605756,8.798199018598472,3.9617014594944164,35.08032212379419,-76.06121191407064,-72.78443787554491
Jabalpur ,Madhya Pradesh,24.203684683146758,27.93201145970409,8.795509938859924,3.9314779624696854,35.137315955819545,-76.06121191407064,-72.92940801254898
Jagatsinghapur ,Odisha,24.572861229899413,29.155951272039683,9.447294821740543,3.183321966350511,33.64057070996985,-0.5390523444139594,-8.290478562705841
Jagitial ,Telangana,24.249649426172503,30.082030775400806,9.47569110007838,3.2060330725766217,32.986595625771685,63.949925946630756,57.76013488003785
Jaipur ,Rajasthan,23.542906131406323,27.661808126438103,8.192972596427971,4.97766360545723,35.624649540270376,-99.37848878710359,-83.93701486479829
Jaisalmer ,Rajasthan,23.80062702251612,27.690599972069215,8.269782305077246,5.449164480039177,34.78982622029824,-99.37848878710359,-81.2866027657282
Jajapur ,Odisha,24.873583107575516,29.14741822062017,9.491851366256448,3.278928168790211,33.208219136757656,-0.5390523444139594,-7.812323025690985
Jalandhar ,Punjab,23.428259068809215,31.608197884455294,9.033590809605458,2.868019870446033,33.061932366684005,88.66712472710418,92.20904381474686
Jalaun ,Uttar Pradesh,24.29369797792558,28.328921871424637,8.873874846913989,4.386116154178189,34.11738914955761,-57.60025869445962,-50.39042194853561
Jalgaon ,Maharashtra,24.235949708457976,28.7771577230981,9.09395627167546,3.9104816259778277,33.98245467079064,-3.0185880730129027,-1.825724791171783
Jalna ,Maharashtra,24.498875388408077,28.887080304412958,9.194848929500237,3.987121708930652,33.432073668748075,-3.0185880730129027,-0.9608811457645524
Jalor ,Rajasthan,23.92357835118338,27.696157604860964,8.294751790244092,5.648506019743254,34.43700623396831,-99.37848878710359,-80.19334033977647
Jalpaiguri ,West Bengal,25.915963381946604,29.1322175482557,9.699953552835435,2.676141877503307,32.57572363945896,36.092368061066146,15.197741966471856
Jammu ,Jammu & Kashmir,23.096531402156355,28.54109569265261,8.068101691236075,5.644237934537573,34.650033279417386,-40.8891157881805,-19.064262169298352
Jamnagar ,Gujarat,24.626876527682164,28.566927368223638,9.424893173563197,3.0424756152793124,34.33882731525169,28.889182239999716,15.67902258356705
Jamtara ,Jharkhand,25.61925741795427,28.04977049804043,9.163298483498766,3.9372154193520936,33.23045818115444,-81.31013812457832,-80.69118808316533
Jamui ,Bihar,26.323129329063057,28.17429073637143,9.412010622234336,3.4459876575942734,32.6445816547369,-47.05012736229415,-54.652524626235724
Jangoan ,Telangana,24.539340207950893,30.127271310313713,9.524743541206517,3.2558732728016433,32.552771667727235,63.949925946630756,58.2143233997113
Janjgir - Champa ,Chhattisgarh,24.08384601492404,27.87766333434059,8.662354145202208,4.146353787117739,35.22978271841542,-100.00392971156064,-93.03541553100906
Jashpur ,Chhattisgarh,24.56179895626575,28.12385731965383,8.951477644275542,4.25857331744046,34.104292762364416,-100.00392971156064,-91.4175331768671
Jaunpur ,Uttar Pradesh,24.344213953091668,28.327233085576342,8.881711221098634,4.429286082690419,34.017555657542935,-57.60025869445962,-50.16559058916394
Jayashankar Bhupalapally ,Telangana,24.789755840007626,30.245962166424444,9.554919476967967,3.2046587309085925,32.20470378569137,63.949925946630756,58.42882729710982
Jehanabad ,Bihar,25.949885453633325,28.153861000284557,9.39059327985014,3.4557489307660507,33.04991133546593,-47.05012736229415,-54.684367127523714
Jhabua ,Madhya Pradesh,25.33198006545134,28.156911029960717,9.140146508120667,4.287301695547778,33.0836607009195,-76.06121191407064,-70.09134072533341
Jhajjar ,Haryana,23.862665065414028,30.062636416659565,9.041685808795432,3.969712356320004,33.06330035281097,48.40292450043924,56.01453596143463
Jhalawar ,Rajasthan,23.830241685618454,27.754922875363714,8.326715757427937,5.367781547605271,34.720338133984626,-99.37848878710359,-81.45830431953753
Jhansi ,Uttar Pradesh,24.1361899867726,28.235626781147914,8.78514872299944,4.340466049663217,34.502568459416835,-57.60025869445962,-51.02029469580276
Jharsuguda ,Odisha,24.405504180401163,28.903629973257807,9.296852771095047,3.24131778936872,34.152695285877265,-0.5390523444139594,-9.019678346334771
Jhunjhunun ,Rajasthan,23.584256755068797,27.79027253946764,8.300066230308328,4.830142396399715,35.495262078755516,-99.37848878710359,-84.19931158500295
Jind ,Haryana,23.987226772718753,29.89431473280397,9.025477646410936,4.165835090236149,32.92714575783019,48.40292450043924,56.37341719637157
Jodhpur ,Rajasthan,23.534383224187458,27.646251484658798,8.178613466410216,4.990000689033827,35.6507511357097,-99.37848878710359,-83.93492964223341
Jogulamba Gadwal ,Telangana,24.610945327355367,30.036503481319176,9.51071500199722,3.3164256794544373,32.5254105098738,63.949925946630756,58.165115878198584
Jorhat ,Assam,23.958532040352914,28.13981041612961,8.783858088936,3.0583942130416784,36.0594052415398,-40.2233310864287,-49.920029606420854
Junagadh ,Gujarat,24.56505519269286,28.71170548306694,9.49874794933756,2.9483495286183317,34.27614184628431,28.889182239999716,15.77070457471031
Jyotiba Phule Nagar ,Uttar Pradesh,24.674829833096297,28.50676952765589,9.035034757472177,4.450435269453364,33.33293061232227,-57.60025869445962,-49.31160359013827
Kabeerdham ,Chhattisgarh,24.73457603693814,28.024758494936087,8.897501491954376,4.492025475198855,33.851138500972546,-100.00392971156064,-90.57273279161596
Kachchh ,Gujarat,25.653572007086197,29.708223207035395,9.796147719942894,2.358820550885265,32.48323651505025,161.3062233176326,132.99809778145584
Kaimur (Bhabua) ,Bihar,26.086339058205265,28.171966698976743,9.409490025667411,3.44687945858764,32.885324758562945,-47.05012736229415,-54.657320796307495
Kaithal ,Haryana,23.939958552283944,29.85250263730736,9.006957668615913,4.1623173963544735,33.038263745438314,48.40292450043924,56.18209147210828
Kalahandi ,Odisha,25.01219598290658,29.195443824031106,9.52678158694078,3.280618592833148,32.98496001328839,-0.5390523444139594,-7.605183405825473
Kamareddy ,Telangana,24.543620203456886,30.16996700895474,9.533817794490979,3.233576591680422,32.51901840141697,63.949925946630756,58.270685803516386
Kamrup ,Assam,25.100668763938984,28.337816950935796,9.159885847691537,3.5307410575261198,33.870887379907565,-40.2233310864287,-46.567214450144604
Kamrup Metropolitan ,Assam,24.349424767998553,28.108545310274454,8.865256141427729,3.3462132427579387,35.33056053754133,-40.2233310864287,-48.50355837105318
Kancheepuram ,Tamil Nadu,23.814165965037162,31.889591933841693,9.395430044501271,2.401115279765496,32.499696776854385,153.2196687672744,136.89471545079638
Kandhamal ,Odisha,25.0937132862078,29.144300744231437,9.513257753372073,3.325182061348727,32.92354615483996,-0.5390523444139594,-7.576824749189784
Kangra ,Himachal Pradesh,23.79195834800721,29.8243914817846,9.025338208733672,3.6692690431886144,33.68904291828591,42.70090784596046,43.46924643035667
Kannauj ,Uttar Pradesh,24.461350433871857,28.27931433535616,8.87014407265391,4.571949106309754,33.81724205180832,-57.60025869445962,-49.59719983421477
Kanniyakumari ,Tamil Nadu,23.521897139217455,31.58310449033428,9.273133161676466,2.3761111335164333,33.24575407525537,153.2196687672744,135.49646923962501
Kannur ,Kerala,23.748245106632012,32.60785174334324,9.374303736898472,2.1643626118206263,32.10523680130565,262.7980262988441,236.252558212141
Kanpur Dehat ,Uttar Pradesh,24.302717743098764,28.23178824187892,8.814432744431151,4.500634052477393,34.15042721811377,-57.60025869445962,-50.17612108439088
Kanpur Nagar ,Uttar Pradesh,23.871991891516096,28.149405597864085,8.668157158178722,4.1326468837949895,35.17779846864611,-57.60025869445962,-52.49174248837204
Kanshiram Nagar ,Uttar Pradesh,24.54799460927779,28.379633463010002,8.944625369339589,4.516796358225339,33.61095020014728,-57.60025869445962,-49.479608802429034
Kapurthala ,Punjab,23.82141413328745,32.66106896233912,9.269907395964662,2.19212310657708,32.055486401831686,153.56867847473822,140.6300079722504
Karaikal ,Puducherry,23.421761549158074,32.717612472236816,9.038301344246197,2.439233412541407,32.3830912218175,196.10791785767424,184.72927041549647
Karauli ,Rajasthan,24.138986919076366,27.7495755457815,8.368543893659446,5.837054321014448,33.90583932046824,-99.37848878710359,-78.96064962071651
Karbi Anglong ,Assam,25.833732628311687,28.416722152473145,9.267441194869606,3.611604044992763,32.8704999793528,-40.2233310864287,-45.80761560996305
Kargil ,Ladakh,23.327821672873426,28.56754674309826,8.049714186687677,7.286376888338583,32.76854050900206,-68.80037460875398,-35.771330548633394
Karimganj ,Assam,25.533357660204477,28.288545672247704,9.168140864902172,3.6893049289742805,33.32065087367137,-40.2233310864287,-45.919023852295574
Karimnagar ,Telangana,24.207302383497797,30.121726740049994,9.477019728638023,3.172903956415734,33.02104719139845,63.949925946630756,57.74596248904975
Karnal ,Haryana,23.870346761205962,29.852339783815857,8.993199800415782,4.109031983592198,33.1750816709702,48.40292450043924,55.895309778612656
Karur ,Tamil Nadu,23.74579985080025,31.77231332174935,9.373042544239908,2.41191483057099,32.696929452639495,153.2196687672744,136.46903203244497
Kasaragod ,Kerala,23.29718132652033,29.436175519942104,8.727685795429757,4.200684877682296,34.338272480425516,85.97930503150428,86.68456339812705
Kathua ,Jammu & Kashmir,23.21115812516279,28.648754431598146,8.133196827080328,5.972203422253366,34.03468719390537,-40.8891157881805,-16.859291203167764
Katihar ,Bihar,26.317153067095777,28.25502658753297,9.474404282720231,3.3664385417747305,32.58697752087629,-47.05012736229415,-54.746690834023894
Katni ,Madhya Pradesh,24.670775486594643,27.99172110026357,8.933923010110988,4.216212532474335,34.187367870556464,-76.06121191407064,-71.15430818778479
Kaushambi ,Uttar Pradesh,24.610696812018254,28.183675794050696,8.826517725221251,4.790810135262522,33.58829953344727,-57.60025869445962,-48.816474279711606
Kendrapara ,Odisha,24.781079324909804,29.0397198510319,9.432368219792886,3.3148772739419563,33.431955330323454,-0.5390523444139594,-8.063458708494528
Kendujhar ,Odisha,24.996523241800425,29.12975029688991,9.498472964224197,3.3166376259702792,33.058615871115194,-0.5390523444139594,-7.682710847471099
Khagaria ,Bihar,26.37781079312493,28.18988753469456,9.423359712515683,3.427921975250837,32.58101998441399,-47.05012736229415,-54.68520330930691
Khammam ,Telangana,24.447527194833814,30.18392100679099,9.527806382268366,3.210085803514928,32.630659612591906,63.949925946630756,58.20210252425196
Khandwa (East Nimar) ,Madhya Pradesh,24.78671728870982,28.014068265992858,8.969578457231217,4.256404549753668,33.97323143831244,-76.06121191407064,-70.84633937869201
Khargone (West Nimar) ,Madhya Pradesh,24.956354678452588,28.10343991012455,9.065201910670279,4.229433351155225,33.64557014959736,-76.06121191407064,-70.6225793404863
Kheda ,Gujarat,25.009207477861555,28.88743943502835,9.683413866031424,2.9908563347812533,33.429082886297415,28.889182239999716,16.723687019745643
Kheri ,Uttar Pradesh,24.715616776807362,28.502233990566822,9.036852419202848,4.474395299574704,33.270901513848266,-57.60025869445962,-49.20165796016439
Khordha ,Odisha,24.250299254348555,28.83345864897887,9.223684094412185,3.1967121709181345,34.49584583134226,-0.5390523444139594,-9.548577788831878
Khowai ,Tripura,25.593161946455773,28.947425433465632,9.518341719144798,3.1102225824811747,32.830848318452624,34.035014967994584,17.068129961104255
Khunti ,Jharkhand,25.39326040215215,27.903963288380936,9.011994219513468,4.065931983449776,33.62485010650367,-81.31013812457832,-80.60138447718838
Kinnaur ,Himachal Pradesh,23.603847961047585,29.417729326392877,8.848811832966947,3.6801369970370534,34.44947388255554,42.70090784596046,41.85047949054265
Kiphire ,Nagaland,24.69523968682153,28.10380171437981,8.572692107178593,5.516041419187704,33.112225072432366,-70.76305054247388,-58.00931430160586
Kishanganj ,Bihar,26.699439562563214,28.287551852357936,9.477876878218606,3.2951249968566767,32.24000671000356,-47.05012736229415,-54.9954630321696
Kishtwar ,Jammu & Kashmir,23.468048237019612,28.556531596632023,8.153018712996365,6.78592876220388,33.03647269114812,-40.8891157881805,-12.870421466958504
Koch Bihar ,West Bengal,26.193887138724776,29.090609188612827,9.675788950536482,2.685190607836806,32.354524114289106,36.092368061066146,15.074730482183774
Kodagaon ,Chhattisgarh,24.978724774648224,27.97964384266579,8.8854379553691,4.683325075415179,33.4728683519017,-100.00392971156064,-89.73162895527668
Kodagu ,Karnataka,23.339570598288866,28.97678050868011,8.751326684135664,3.205335431856649,35.72698677703871,36.801995308132966,30.2682385677441
Kodarma ,Jharkhand,25.537689790913987,27.98880162939914,9.103351270159614,3.994909026135505,33.375248283391755,-81.31013812457832,-80.63285129300574
Kohima ,Nagaland,23.916214711980626,28.16350096811437,8.508800081034202,4.698876452915286,34.71260778595551,-70.76305054247388,-62.15078369270242
Kokrajhar ,Assam,24.396762576649234,28.368399737830124,8.551666938173906,5.059509209373072,33.62366153797367,-103.1771407583761,-89.92460912243352
Kolar ,Karnataka,24.079432313967637,29.331233959209325,9.153273090332254,3.8169925180193287,33.61906811847145,36.801995308132966,35.01426945285007
Kolasib ,Mizoram,24.542686793909876,28.833592129437218,8.796497885162907,4.755144984312317,33.07207820717768,32.429663660175116,34.15671442877362
Kolhapur ,Maharashtra,23.815747911670876,28.898955984171902,9.034053918509098,3.47853414352443,34.772708042123696,-3.0185880730129027,-3.642708563035625
Kolkata ,West Bengal,24.76127807485972,29.01774719896523,9.528181449169733,2.5902392801506258,34.102553996854695,36.092368061066146,14.26440877058469
Kollam ,Kerala,23.55842871434563,32.568229515444486,9.336843994796485,2.1507925897690723,32.385705185644326,262.7980262988441,236.01628889974924
Komaram Bheem Asifabad ,Telangana,24.990756034151165,30.00663988306607,9.509530160182825,3.3443211923724085,32.14875273022753,63.949925946630756,58.19173682431684
Koppal ,Karnataka,24.46939214725577,29.25651685203151,9.193516051102419,4.088596112851845,32.991978836758456,36.801995308132966,36.16447270407738
Koraput ,Odisha,25.461039294428282,29.09926815981155,9.511233990201333,3.3871461203590485,32.541312435199785,-0.5390523444139594,-7.429835185826174
Korba ,Chhattisgarh,24.5654631398383,28.05172162644306,8.895840403344774,4.348267711068301,34.138707119305565,-100.00392971156064,-91.2334249997873
Koriya ,Chhattisgarh,25.354957153770805,29.827860574705376,9.718306419837862,2.5056165746770755,32.593259277008876,100.58907404602695,85.81566303507418
Kota ,Rajasthan,23.40914263478605,27.644677302631223,8.144952364335271,4.686059691588644,36.11516800665881,-99.37848878710359,-85.57339895723175
Kottayam ,Kerala,23.473871418322474,32.632440581120235,9.30619529262429,2.1282984954068342,32.45919421252617,262.7980262988441,236.16032314770007
Kozhikode ,Kerala,23.687280665182097,32.414487655654206,9.377335454193277,2.1924890221113604,32.32840720285906,262.7980262988441,235.60612423226087
Kra Daadi ,Arunachal Pradesh,24.737298752571547,28.75187002356068,8.525776081995623,5.933427142394374,32.05162799947778,-64.32428172731056,-44.79787016254589
Krishna ,Andhra Pradesh,23.613822048302588,30.326522559188938,9.333749411992285,2.474644271486969,34.25126170902922,119.77592170032891,99.39649600381915
Krishnagiri ,Tamil Nadu,24.039262707331222,31.80300070264451,9.43193069770604,2.45457739893634,32.27122849338189,153.2196687672744,136.824662189895
Kulgam ,Jammu & Kashmir,23.473994989767803,28.922919544514393,8.263269637919276,6.336967589184429,33.0028482386141,-40.8891157881805,-13.77004252772104
Kullu ,Himachal Pradesh,24.103483495020427,29.682099548752408,9.058803092454909,3.988980730031363,33.166633133740895,42.70090784596046,44.599074399237345
Kupwara ,Jammu & Kashmir,24.807388461758855,29.78942470612323,9.135856690126726,4.103015142492583,32.16431499949861,43.06514128519688,46.01822408270404
Kurnool ,Andhra Pradesh,24.07038971636552,30.88979598388373,9.61662009519063,2.516798421159656,32.90639578340047,119.77592170032891,101.9458419736699
Kurukshetra ,Haryana,23.64882235335405,30.358964691599592,9.04988656346718,3.6279774681132713,33.31434892346591,48.40292450043924,55.40172035242952
Kurung Kumey ,Arunachal Pradesh,24.687857656213726,28.748468812269508,8.525316378726977,5.945208936949564,32.09314821584022,-64.32428172731056,-44.74863611782365
Kushinagar ,Uttar Pradesh,24.727394613487988,28.438699829910476,9.001072904893288,4.548726119038858,33.28410653266939,-57.60025869445962,-49.064569073816045
Lahul & Spiti ,Himachal Pradesh,23.529767721282095,29.193251536266683,8.750790360851818,3.700964295496461,34.825226086102944,42.70090784596046,41.03653728105389
Lakhimpur ,Assam,25.354620818870362,28.417346923414584,9.24000243878648,3.538893098120039,33.44913672080853,-40.2233310864287,-46.19545228412402
Lakhisarai ,Bihar,26.06376732154158,28.160515597222787,9.399589190458286,3.457062871182579,32.91906501959477,-47.05012736229415,-54.64986775306646
Lakshadweep , Lakshadweep ,22.831755161155186,28.241359755110338,7.819762704854669,5.524130105184464,35.58299227369534,-64.24184478048961,-42.0202202379233
Lalitpur ,Uttar Pradesh,24.460864116893436,28.352877982928945,8.916051170358074,4.488756161767933,33.78145056805162,-57.60025869445962,-49.74051016024121
Latehar ,Jharkhand,25.84138091080012,28.033852762066882,9.158976305906556,3.989012276938788,32.97677774428765,-81.31013812457832,-80.47871720895938
Latur ,Maharashtra,24.433077101099645,28.733191012014426,9.109860072081567,4.075283255661831,33.64858855914253,-3.0185880730129027,-1.1221646047720402
Lawngtlai ,Mizoram,25.070013213036884,28.75668529819244,8.78866411374506,4.972397107890866,32.41224026713475,32.429663660175116,35.00605285871971
Leh(Ladakh) ,Ladakh,24.809199561432514,31.12691592186828,9.657422674152734,2.2296424533192325,32.176819389227234,222.66346159129705,190.36095774356144
Lohardaga ,Jharkhand,25.353193730827105,28.011719091199378,9.109768226857208,3.9178740689084206,33.607444882207886,-81.31013812457832,-80.95196765262669
Lohit ,Arunachal Pradesh,24.099298347537864,28.769795802534276,8.515739249158049,5.758828420428601,32.85633818034121,-64.32428172731056,-45.66143052077903
Longding ,Arunachal Pradesh,24.66552596045017,28.85397292862812,8.56357080610567,5.815409269557081,32.101521035258955,-64.32428172731056,-45.01046988856167
Longleng ,Nagaland,24.95796336170197,28.31430465178644,8.712454315323718,5.305887459731767,32.70939021145611,-70.76305054247388,-58.26957432332618
Lower Dibang Valley ,Arunachal Pradesh,24.042876748888926,29.015767160347025,8.595574885110192,5.441515937071222,32.90426526858264,-64.32428172731056,-46.3507904382425
Lower Subansiri ,Arunachal Pradesh,24.297726976506095,29.04156388138882,8.62205944336743,5.556045245348763,32.482604453388895,-64.32428172731056,-45.62944949492064
Lucknow ,Uttar Pradesh,23.899447647071014,28.285534255586526,8.759179046199627,4.033565211992718,35.02227383915012,-57.60025869445962,-52.46234030730874
